1 2 3
1 15 60
1 15 75
1 15 90
1 16 20
1 16 24
1 16 32
1 16 40
1 16 48
1 16 64
1 16 80
1 16 96
1 17 34
1 17 51
1 17 68
1 17 85
1 18 24
1 18 27
1 18 30
1 18 36
1 18 45
1 18 54
1 18 72
1 18 90
1 19 38
1 19 57
1 19 76
1 19 95
1 20 25
1 20 30
1 20 40
1 20 50
1 20 60
1 20 80
1 20 100
1 21 28
1 21 42
1 21 63
1 21 84
1 22 33
1 22 44
1 22 66
1 22 88
1 23 46
1 23 69
1 23 92
1 24 32
1 24 36
1 24 48
1 24 72
1 24 96
1 25 50
1 25 75
1 25 100
1 26 39
1 26 52
1 26 78
1 27 54
1 27 81
1 28 42
1 28 56
1 28 84
1 29 58
1 29 87
1 30 45
1 30 60
1 30 90
1 31 62
1 31 93
1 32 48
1 32 64
1 32 96
1 33 66
1 33 99
1 34 68
1 35 70
1 36 72
1 37 74
1 38 76
1 39 78
1 40 80
1 41 82
1 42 84
1 43 86
1 44 88
1 45 90
1 46 92
1 47 94
1 48 96
1 49 98
1 50 100
2 3 4
2 3 5
2 3 6
2 3 7
2 3 8
2 3 9
2 3 10
2 3 11
2 3 12
2 3 13
2 3 14
2 3 15
2 3 16
2 3 18
2 3 20
2 3 21
2 3 22
2 3 24
2 3 26
2 3 27
2 3 28
2 3 30
2 3 32
2 3 33
2 3 36
2 3 39
2 3 42
2 3 45
2 3 48
2 3 54
2 3 60
2 3 66
2 3 72
2 3 78
2 3 84
2 3 90
2 3 96
2 4 5
2 4 6
2 4 7
2 4 8
2 4 9
2 4 10
2 4 11
2 4 12
2 4 13
2 4 14
2 4 15
2 4 16
2 4 17
2 4 18
2 4 19
2 4 20
2 4 21
2 4 22
2 4 23
2 4 24
2 4 25
2 4 26
2 4 28
2 4 30
2 4 32
2 4 34
2 4 36
2 4 38
2 4 40
2 4 42
2 4 44
2 4 46
2 4 48
2 4 50
2 4 52
2 4 56
2 4 60
2 4 64
2 4 68
2 4 72
2 4 76
2 4 80
2 4 84
2 4 88
2 4 92
2 4 96
2 4 100
2 5 6
2 5 7
2 5 8
2 5 9
2 5 10
2 5 12
2 5 14
2 5 15
2 5 16
2 5 18
2 5 20
2 5 25
2 5 30
2 5 35
2 5 40
2 5 45
2 5 50
2 5 60
2 5 70
2 5 80
2 5 90
2 5 100
2 6 7
2 6 8
2 6 9
2 6 10
2 6 11
2 6 12
2 6 13
2 6 14
2 6 15
2 6 16
2 6 18
2 6 20
2 6 21
2 6 22
2 6 24
2 6 26
2 6 27
2 6 28
2 6 30
2 6 32
2 6 33
2 6 36
2 6 39
2 6 42
2 6 45
2 6 48
2 6 54
2 6 60
2 6 66
2 6 72
2 6 78
2 6 84
2 6 90
2 6 96
2 7 8
2 7 10
2 7 12
2 7 14
2 7 21
2 7 28
2 7 35
2 7 42
2 7 49
2 7 56
2 7 70
2 7 84
2 7 98
2 8 9
2 8 10
2 8 11
2 8 12
2 8 14
2 8 16
2 8 18
2 8 20
2 8 22
2 8 24
2 8 28
2 8 32
2 8 36
2 8 40
2 8 44
2 8 48
2 8 56
2 8 64
2 8 72
2 8 80
2 8 88
2 8 96
2 9 10
2 9 12
2 9 15
2 9 18
2 9 24
2 9 27
2 9 30
2 9 36
2 9 45
2 9 54
2 9 72
2 9 90
2 10 12
2 10 14
2 10 15
2 10 16
2 10 18
2 10 20
2 10 25
2 10 30
2 10 35
2 10 40
2 10 45
2 10 50
2 10 60
2 10 70
2 10 80
2 10 90
2 10 100
2 11 22
2 11 33
2 11 44
2 11 66
2 11 88
2 12 14
2 12 15
2 12 16
2 12 18
2 12 20
2 12 21
2 12 24
2 12 28
2 12 30
2 12 32
2 12 36
2 12 42
2 12 48
2 12 60
2 12 72
2 12 84
2 12 96
2 13 26
2 13 39
2 13 52
2 13 78
2 14 21
2 14 28
2 14 35
2 14 42
2 14 49
2 14 56
2 14 70
2 14 84
2 14 98
2 15 18
2 15 20
2 15 30
2 15 45
2 15 60
2 15 90
2 16 20
2 16 24
2 16 32
2 16 40
2 16 48
2 16 64
2 16 80
2 16 96
2 17 34
2 17 68
2 18 24
2 18 27
2 18 30
2 18 36
2 18 45
2 18 54
2 18 72
2 18 90
2 19 38
2 19 76
2 20 25
2 20 30
2 20 40
2 20 50
2 20 60
2 20 80
2 20 100
2 21 28
2 21 42
2 21 84
2 22 33
2 22 44
2 22 66
2 22 88
2 23 46
2 23 92
2 24 32
2 24 36
2 24 48
2 24 72
2 24 96
2 25 50
2 25 100
2 26 39
2 26 52
2 26 78
2 27 54
2 28 42
2 28 56
2 28 84
2 29 58
2 30 45
2 30 60
2 30 90
2 31 62
2 32 48
2 32 64
2 32 96
2 33 66
2 34 68
2 35 70
2 36 72
2 37 74
2 38 76
2 39 78
2 40 80
2 41 82
2 42 84
2 43 86
2 44 88
2 45 90
2 46 92
2 47 94
2 48 96
2 49 98
2 50 100
3 4 5
3 4 6
3 4 7
3 4 8
3 4 9
3 4 10
3 4 12
3 4 14
3 4 15
3 4 16
3 4 18
3 4 20
3 4 21
3 4 24
3 4 28
3 4 30
3 4 32
3 4 36
3 4 42
3 4 48
3 4 60
3 4 72
3 4 84
3 4 96
3 5 6
3 5 9
3 5 10
3 5 12
3 5 15
3 5 18
3 5 20
3 5 25
3 5 30
3 5 45
3 5 60
3 5 75
3 5 90
3 6 7
3 6 8
3 6 9
3 6 10
3 6 11
3 6 12
3 6 13
3 6 14
3 6 15
3 6 16
3 6 18
3 6 20
3 6 21
3 6 22
3 6 24
3 6 26
3 6 27
3 6 28
3 6 30
3 6 32
3 6 33
3 6 36
3 6 39
3 6 42
3 6 45
3 6 48
3 6 54
3 6 60
3 6 66
3 6 72
3 6 78
3 6 84
3 6 90
3 6 96
3 7 9
3 7 12
3 7 14
3 7 21
3 7 28
3 7 42
3 7 63
3 7 84
3 8 9
3 8 12
3 8 16
3 8 18
3 8 24
3 8 32
3 8 36
3 8 48
3 8 72
3 8 96
3 9 10
3 9 11
3 9 12
3 9 15
3 9 18
3 9 21
3 9 24
3 9 27
3 9 30
3 9 33
3 9 36
3 9 45
3 9 54
3 9 63
3 9 72
3 9 81
3 9 90
3 9 99
3 10 12
3 10 15
3 10 18
3 10 20
3 10 30
3 10 45
3 10 60
3 10 90
3 11 22
3 11 33
3 11 66
3 11 99
3 12 14
3 12 15
3 12 16
3 12 18
3 12 20
3 12 21
3 12 24
3 12 28
3 12 30
3 12 32
3 12 36
3 12 42
3 12 48
3 12 60
3 12 72
3 12 84
3 12 96
3 13 26
3 13 39
3 13 78
3 14 21
3 14 28
3 14 42
3 14 84
3 15 18
3 15 20
3 15 25
3 15 30
3 15 45
3 15 60
3 15 75
3 15 90
3 16 24
3 16 32
3 16 48
3 16 96
3 17 51
3 18 24
3 18 27
3 18 30
3 18 36
3 18 45
3 18 54
3 18 72
3 18 90
3 19 57
3 20 30
3 20 60
3 21 28
3 21 42
3 21 63
3 21 84
3 22 33
3 22 66
3 23 69
3 24 32
3 24 36
3 24 48
3 24 72
3 24 96
3 25 75
3 26 39
3 26 78
3 27 54
3 27 81
3 28 42
3 28 84
3 29 87
3 30 45
3 30 60
3 30 90
3 31 93
3 32 48
3 32 96
3 33 66
3 33 99
3 36 72
3 39 78
3 42 84
3 45 90
3 48 96
4 5 6
4 5 8
4 5 10
4 5 12
4 5 15
4 5 16
4 5 20
4 5 25
4 5 30
4 5 40
4 5 50
4 5 60
4 5 80
4 5 100
4 6 7
4 6 8
4 6 9
4 6 10
4 6 12
4 6 14
4 6 15
4 6 16
4 6 18
4 6 20
4 6 21
4 6 24
4 6 28
4 6 30
4 6 32
4 6 36
4 6 42
4 6 48
4 6 60
4 6 72
4 6 84
4 6 96
4 7 8
4 7 12
4 7 14
4 7 21
4 7 28
4 7 42
4 7 56
4 7 84
4 8 9
4 8 10
4 8 11
4 8 12
4 8 14
4 8 16
4 8 18
4 8 20
4 8 22
4 8 24
4 8 28
4 8 32
4 8 36
4 8 40
4 8 44
4 8 48
4 8 56
4 8 64
4 8 72
4 8 80
4 8 88
4 8 96
4 9 12
4 9 18
4 9 24
4 9 36
4 9 72
4 10 12
4 10 15
4 10 16
4 10 20
4 10 25
4 10 30
4 10 40
4 10 50
4 10 60
4 10 80
4 10 100
4 11 22
4 11 44
4 11 88
4 12 14
4 12 15
4 12 16
4 12 18
4 12 20
4 12 21
4 12 24
4 12 28
4 12 30
4 12 32
4 12 36
4 12 42
4 12 48
4 12 60
4 12 72
4 12 84
4 12 96
4 13 26
4 13 52
4 14 21
4 14 28
4 14 42
4 14 56
4 14 84
4 15 20
4 15 30
4 15 60
4 16 20
4 16 24
4 16 32
4 16 40
4 16 48
4 16 64
4 16 80
4 16 96
4 17 34
4 17 68
4 18 24
4 18 36
4 18 72
4 19 38
4 19 76
4 20 25
4 20 30
4 20 40
4 20 50
4 20 60
4 20 80
4 20 100
4 21 28
4 21 42
4 21 84
4 22 44
4 22 88
4 23 46
4 23 92
4 24 32
4 24 36
4 24 48
4 24 72
4 24 96
4 25 50
4 25 100
4 26 52
4 28 42
4 28 56
4 28 84
4 30 60
4 32 48
4 32 64
4 32 96
4 34 68
4 36 72
4 38 76
4 40 80
4 42 84
4 44 88
4 46 92
4 48 96
4 50 100
5 6 9
5 6 10
5 6 12
5 6 15
5 6 18
5 6 20
5 6 30
5 6 45
5 6 60
5 6 90
5 7 10
5 7 14
5 7 35
5 7 70
5 8 10
5 8 16
5 8 20
5 8 40
5 8 80
5 9 10
5 9 15
5 9 18
5 9 30
5 9 45
5 9 90
5 10 12
5 10 14
5 10 15
5 10 16
5 10 18
5 10 20
5 10 25
5 10 30
5 10 35
5 10 40
5 10 45
5 10 50
5 10 60
5 10 70
5 10 80
5 10 90
5 10 100
5 11 55
5 12 15
5 12 20
5 12 30
5 12 60
5 13 65
5 14 35
5 14 70
5 15 18
5 15 20
5 15 25
5 15 30
5 15 45
5 15 60
5 15 75
5 15 90
5 16 20
5 16 40
5 16 80
5 17 85
5 18 30
5 18 45
5 18 90
5 19 95
5 20 25
5 20 30
5 20 40
5 20 50
5 20 60
5 20 80
5 20 100
5 25 50
5 25 75
5 25 100
5 30 45
5 30 60
5 30 90
5 35 70
5 40 80
5 45 90
5 50 100
6 7 12
6 7 14
6 7 21
6 7 28
6 7 42
6 7 84
6 8 9
6 8 12
6 8 16
6 8 18
6 8 24
6 8 32
6 8 36
6 8 48
6 8 72
6 8 96
6 9 10
6 9 12
6 9 15
6 9 18
6 9 24
6 9 27
6 9 30
6 9 36
6 9 45
6 9 54
6 9 72
6 9 90
6 10 12
6 10 15
6 10 18
6 10 20
6 10 30
6 10 45
6 10 60
6 10 90
6 11 22
6 11 33
6 11 66
6 12 14
6 12 15
6 12 16
6 12 18
6 12 20
6 12 21
6 12 24
6 12 28
6 12 30
6 12 32
6 12 36
6 12 42
6 12 48
6 12 60
6 12 72
6 12 84
6 12 96
6 13 26
6 13 39
6 13 78
6 14 21
6 14 28
6 14 42
6 14 84
6 15 18
6 15 20
6 15 30
6 15 45
6 15 60
6 15 90
6 16 24
6 16 32
6 16 48
6 16 96
6 18 24
6 18 27
6 18 30
6 18 36
6 18 45
6 18 54
6 18 72
6 18 90
6 20 30
6 20 60
6 21 28
6 21 42
6 21 84
6 22 33
6 22 66
6 24 32
6 24 36
6 24 48
6 24 72
6 24 96
6 26 39
6 26 78
6 27 54
6 28 42
6 28 84
6 30 45
6 30 60
6 30 90
6 32 48
6 32 96
6 33 66
6 36 72
6 39 78
6 42 84
6 45 90
6 48 96
7 8 14
7 8 28
7 8 56
7 9 21
7 9 63
7 10 14
7 10 35
7 10 70
7 11 77
7 12 14
7 12 21
7 12 28
7 12 42
7 12 84
7 13 91
7 14 21
7 14 28
7 14 35
7 14 42
7 14 49
7 14 56
7 14 70
7 14 84
7 14 98
7 21 28
7 21 42
7 21 63
7 21 84
7 28 42
7 28 56
7 28 84
7 35 70
7 42 84
7 49 98
8 9 12
8 9 18
8 9 24
8 9 36
8 9 72
8 10 16
8 10 20
8 10 40
8 10 80
8 11 22
8 11 44
8 11 88
8 12 16
8 12 18
8 12 24
8 12 32
8 12 36
8 12 48
8 12 72
8 12 96
8 14 28
8 14 56
8 16 20
8 16 24
8 16 32
8 16 40
8 16 48
8 16 64
8 16 80
8 16 96
8 18 24
8 18 36
8 18 72
8 20 40
8 20 80
8 22 44
8 22 88
8 24 32
8 24 36
8 24 48
8 24 72
8 24 96
8 28 56
8 32 48
8 32 64
8 32 96
8 36 72
8 40 80
8 44 88
8 48 96
9 10 15
9 10 18
9 10 30
9 10 45
9 10 90
9 11 33
9 11 99
9 12 18
9 12 24
9 12 36
9 12 72
9 15 18
9 15 30
9 15 45
9 15 90
9 18 24
9 18 27
9 18 30
9 18 36
9 18 45
9 18 54
9 18 72
9 18 90
9 21 63
9 24 36
9 24 72
9 27 54
9 27 81
9 30 45
9 30 90
9 33 99
9 36 72
9 45 90
10 12 15
10 12 20
10 12 30
10 12 60
10 14 35
10 14 70
10 15 18
10 15 20
10 15 30
10 15 45
10 15 60
10 15 90
10 16 20
10 16 40
10 16 80
10 18 30
10 18 45
10 18 90
10 20 25
10 20 30
10 20 40
10 20 50
10 20 60
10 20 80
10 20 100
10 25 50
10 25 100
10 30 45
10 30 60
10 30 90
10 35 70
10 40 80
10 45 90
10 50 100
11 22 33
11 22 44
11 22 66
11 22 88
11 33 66
11 33 99
11 44 88
12 14 21
12 14 28
12 14 42
12 14 84
12 15 20
12 15 30
12 15 60
12 16 24
12 16 32
12 16 48
12 16 96
12 18 24
12 18 36
12 18 72
12 20 30
12 20 60
12 21 28
12 21 42
12 21 84
12 24 32
12 24 36
12 24 48
12 24 72
12 24 96
12 28 42
12 28 84
12 30 60
12 32 48
12 32 96
12 36 72
12 42 84
12 48 96
13 26 39
13 26 52
13 26 78
13 39 78
14 21 28
14 21 42
14 21 84
14 28 42
14 28 56
14 28 84
14 35 70
14 42 84
14 49 98
15 18 30
15 18 45
15 18 90
15 20 30
15 20 60
15 25 75
15 30 45
15 30 60
15 30 90
15 45 90
16 20 40
16 20 80
16 24 32
16 24 48
16 24 96
16 32 48
16 32 64
16 32 96
16 40 80
16 48 96
17 34 68
18 24 36
18 24 72
18 27 54
18 30 45
18 30 90
18 36 72
18 45 90
19 38 76
20 25 50
20 25 100
20 30 60
20 40 80
20 50 100
21 28 42
21 28 84
21 42 84
22 33 66
22 44 88
23 46 92
24 32 48
24 32 96
24 36 72
24 48 96
25 50 100
26 39 78
28 42 84
30 45 90
32 48 96
1 2 3 4
1 2 3 5
1 2 3 6
1 2 3 7
1 2 3 8
1 2 3 9
1 2 3 10
1 2 3 11
1 2 3 12
1 2 3 13
1 2 3 14
1 2 3 15
1 2 3 16
1 2 3 18
1 2 3 20
1 2 3 21
1 2 3 22
1 2 3 24
1 2 3 26
1 2 3 27
1 2 3 28
1 2 3 30
1 2 3 32
1 2 3 33
1 2 3 36
1 2 3 39
1 2 3 42
1 2 3 45
1 2 3 48
1 2 3 54
1 2 3 60
1 2 3 66
1 2 3 72
1 2 3 78
1 2 3 84
1 2 3 90
1 2 3 96
1 2 4 5
1 2 4 6
1 2 4 7
1 2 4 8
1 2 4 9
1 2 4 10
1 2 4 11
1 2 4 12
1 2 4 13
1 2 4 14
1 2 4 15
1 2 4 16
1 2 4 17
1 2 4 18
1 2 4 19
1 2 4 20
1 2 4 21
1 2 4 22
1 2 4 23
1 2 4 24
1 2 4 25
1 2 4 26
1 2 4 28
1 2 4 30
1 2 4 32
1 2 4 34
1 2 4 36
1 2 4 38
1 2 4 40
1 2 4 42
1 2 4 44
1 2 4 46
1 2 4 48
1 2 4 50
1 2 4 52
1 2 4 56
1 2 4 60
1 2 4 64
1 2 4 68
1 2 4 72
1 2 4 76
1 2 4 80
1 2 4 84
1 2 4 88
1 2 4 92
1 2 4 96
1 2 4 100
1 2 5 6
1 2 5 7
1 2 5 8
1 2 5 9
1 2 5 10
1 2 5 12
1 2 5 14
1 2 5 15
1 2 5 16
1 2 5 18
1 2 5 20
1 2 5 25
1 2 5 30
1 2 5 35
1 2 5 40
1 2 5 45
1 2 5 50
1 2 5 60
1 2 5 70
1 2 5 80
1 2 5 90
1 2 5 100
1 2 6 7
1 2 6 8
1 2 6 9
1 2 6 10
1 2 6 11
1 2 6 12
1 2 6 13
1 2 6 14
1 2 6 15
1 2 6 16
1 2 6 18
1 2 6 20
1 2 6 21
1 2 6 22
1 2 6 24
1 2 6 26
1 2 6 27
1 2 6 28
1 2 6 30
1 2 6 32
1 2 6 33
1 2 6 36
1 2 6 39
1 2 6 42
1 2 6 45
1 2 6 48
1 2 6 54
1 2 6 60
1 2 6 66
1 2 6 72
1 2 6 78
1 2 6 84
1 2 6 90
1 2 6 96
1 2 7 8
1 2 7 10
1 2 7 12
1 2 7 14
1 2 7 21
1 2 7 28
1 2 7 35
1 2 7 42
1 2 7 49
1 2 7 56
1 2 7 70
1 2 7 84
1 2 7 98
1 2 8 9
1 2 8 10
1 2 8 11
1 2 8 12
1 2 8 14
1 2 8 16
1 2 8 18
1 2 8 20
1 2 8 22
1 2 8 24
1 2 8 28
1 2 8 32
1 2 8 36
1 2 8 40
1 2 8 44
1 2 8 48
1 2 8 56
1 2 8 64
1 2 8 72
1 2 8 80
1 2 8 88
1 2 8 96
1 2 9 10
1 2 9 12
1 2 9 15
1 2 9 18
1 2 9 24
1 2 9 27
1 2 9 30
1 2 9 36
1 2 9 45
1 2 9 54
1 2 9 72
1 2 9 90
1 2 10 12
1 2 10 14
1 2 10 15
1 2 10 16
1 2 10 18
1 2 10 20
1 2 10 25
1 2 10 30
1 2 10 35
1 2 10 40
1 2 10 45
1 2 10 50
1 2 10 60
1 2 10 70
1 2 10 80
1 2 10 90
1 2 10 100
1 2 11 22
1 2 11 33
1 2 11 44
1 2 11 66
1 2 11 88
1 2 12 14
1 2 12 15
1 2 12 16
1 2 12 18
1 2 12 20
1 2 12 21
1 2 12 24
1 2 12 28
1 2 12 30
1 2 12 32
1 2 12 36
1 2 12 42
1 2 12 48
1 2 12 60
1 2 12 72
1 2 12 84
1 2 12 96
1 2 13 26
1 2 13 39
1 2 13 52
1 2 13 78
1 2 14 21
1 2 14 28
1 2 14 35
1 2 14 42
1 2 14 49
1 2 14 56
1 2 14 70
1 2 14 84
1 2 14 98
1 2 15 18
1 2 15 20
1 2 15 30
1 2 15 45
1 2 15 60
1 2 15 90
1 2 16 20
1 2 16 24
1 2 16 32
1 2 16 40
1 2 16 48
1 2 16 64
1 2 16 80
1 2 16 96
1 2 17 34
1 2 17 68
1 2 18 24
1 2 18 27
1 2 18 30
1 2 18 36
1 2 18 45
1 2 18 54
1 2 18 72
1 2 18 90
1 2 19 38
1 2 19 76
1 2 20 25
1 2 20 30
1 2 20 40
1 2 20 50
1 2 20 60
1 2 20 80
1 2 20 100
1 2 21 28
1 2 21 42
1 2 21 84
1 2 22 33
1 2 22 44
1 2 22 66
1 2 22 88
1 2 23 46
1 2 23 92
1 2 24 32
1 2 24 36
1 2 24 48
1 2 24 72
1 2 24 96
1 2 25 50
1 2 25 100
1 2 26 39
1 2 26 52
1 2 26 78
1 2 27 54
1 2 28 42
1 2 28 56
1 2 28 84
1 2 29 58
1 2 30 45
1 2 30 60
1 2 30 90
1 2 31 62
1 2 32 48
1 2 32 64
1 2 32 96
1 2 33 66
1 2 34 68
1 2 35 70
1 2 36 72
1 2 37 74
1 2 38 76
1 2 39 78
1 2 40 80
1 2 41 82
1 2 42 84
1 2 43 86
1 2 44 88
1 2 45 90
1 2 46 92
1 2 47 94
1 2 48 96
1 2 49 98
1 2 50 100
1 3 4 5
1 3 4 6
1 3 4 7
1 3 4 8
1 3 4 9
1 3 4 10
1 3 4 12
1 3 4 14
1 3 4 15
1 3 4 16
1 3 4 18
1 3 4 20
1 3 4 21
1 3 4 24
1 3 4 28
1 3 4 30
1 3 4 32
1 3 4 36
1 3 4 42
1 3 4 48
1 3 4 60
1 3 4 72
1 3 4 84
1 3 4 96
1 3 5 6
1 3 5 9
1 3 5 10
1 3 5 12
1 3 5 15
1 3 5 18
1 3 5 20
1 3 5 25
1 3 5 30
1 3 5 45
1 3 5 60
1 3 5 75
1 3 5 90
1 3 6 7
1 3 6 8
1 3 6 9
1 3 6 10
1 3 6 11
1 3 6 12
1 3 6 13
1 3 6 14
1 3 6 15
1 3 6 16
1 3 6 18
1 3 6 20
1 3 6 21
1 3 6 22
1 3 6 24
1 3 6 26
1 3 6 27
1 3 6 28
1 3 6 30
1 3 6 32
1 3 6 33
1 3 6 36
1 3 6 39
1 3 6 42
1 3 6 45
1 3 6 48
1 3 6 54
1 3 6 60
1 3 6 66
1 3 6 72
1 3 6 78
1 3 6 84
1 3 6 90
1 3 6 96
1 3 7 9
1 3 7 12
1 3 7 14
1 3 7 21
1 3 7 28
1 3 7 42
1 3 7 63
1 3 7 84
1 3 8 9
1 3 8 12
1 3 8 16
1 3 8 18
1 3 8 24
1 3 8 32
1 3 8 36
1 3 8 48
1 3 8 72
1 3 8 96
1 3 9 10
1 3 9 11
1 3 9 12
1 3 9 15
1 3 9 18
1 3 9 21
1 3 9 24
1 3 9 27
1 3 9 30
1 3 9 33
1 3 9 36
1 3 9 45
1 3 9 54
1 3 9 63
1 3 9 72
1 3 9 81
1 3 9 90
1 3 9 99
1 3 10 12
1 3 10 15
1 3 10 18
1 3 10 20
1 3 10 30
1 3 10 45
1 3 10 60
1 3 10 90
1 3 11 22
1 3 11 33
1 3 11 66
1 3 11 99
1 3 12 14
1 3 12 15
1 3 12 16
1 3 12 18
1 3 12 20
1 3 12 21
1 3 12 24
1 3 12 28
1 3 12 30
1 3 12 32
1 3 12 36
1 3 12 42
1 3 12 48
1 3 12 60
1 3 12 72
1 3 12 84
1 3 12 96
1 3 13 26
1 3 13 39
1 3 13 78
1 3 14 21
1 3 14 28
1 3 14 42
1 3 14 84
1 3 15 18
1 3 15 20
1 3 15 25
1 3 15 30
1 3 15 45
1 3 15 60
1 3 15 75
1 3 15 90
1 3 16 24
1 3 16 32
1 3 16 48
1 3 16 96
1 3 17 51
1 3 18 24
1 3 18 27
1 3 18 30
1 3 18 36
1 3 18 45
1 3 18 54
1 3 18 72
1 3 18 90
1 3 19 57
1 3 20 30
1 3 20 60
1 3 21 28
1 3 21 42
1 3 21 63
1 3 21 84
1 3 22 33
1 3 22 66
1 3 23 69
1 3 24 32
1 3 24 36
1 3 24 48
1 3 24 72
1 3 24 96
1 3 25 75
1 3 26 39
1 3 26 78
1 3 27 54
1 3 27 81
1 3 28 42
1 3 28 84
1 3 29 87
1 3 30 45
1 3 30 60
1 3 30 90
1 3 31 93
1 3 32 48
1 3 32 96
1 3 33 66
1 3 33 99
1 3 36 72
1 3 39 78
1 3 42 84
1 3 45 90
1 3 48 96
1 4 5 6
1 4 5 8
1 4 5 10
1 4 5 12
1 4 5 15
1 4 5 16
1 4 5 20
1 4 5 25
1 4 5 30
1 4 5 40
1 4 5 50
1 4 5 60
1 4 5 80
1 4 5 100
1 4 6 7
1 4 6 8
1 4 6 9
1 4 6 10
1 4 6 12
1 4 6 14
1 4 6 15
1 4 6 16
1 4 6 18
1 4 6 20
1 4 6 21
1 4 6 24
1 4 6 28
1 4 6 30
1 4 6 32
1 4 6 36
1 4 6 42
1 4 6 48
1 4 6 60
1 4 6 72
1 4 6 84
1 4 6 96
1 4 7 8
1 4 7 12
1 4 7 14
1 4 7 21
1 4 7 28
1 4 7 42
1 4 7 56
1 4 7 84
